file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
F2BJRLP3,0.0,30.7068125,corpus,-46.55985936991208,-46.87821198064228,4.451702563247394,10.391514516372963
ISLE_SESS0131_BLOCKD02_03_sprt1,0.0,4.5,corpus,-43.876254340277775,-53.60144307063176,3.8679411364893532,11.443148868500742
F2BJRLP1,0.0,25.309125,corpus,-45.80877123666535,-45.87743402296497,3.7727068024287895,8.1713368361116
F2BJRLP2,0.0,28.6474375,corpus,-45.7434854930192,-45.75117029817562,3.5641950503374784,7.983564690353116
ISLE_SESS0131_BLOCKD02_01_sprt1,0.0,4.125,corpus,-43.21645164951574,-52.344368567833534,2.7052049500650637,11.85118774544399
ISLE_SESS0131_BLOCKD02_02_sprt1,0.0,3.875,corpus,-44.804128745167525,-50.90042368570963,2.549560355308706,12.358243745435463
